;;;;;;;;;;;;;;;;;;;;
PNAD Covid;;;;;;;;;;;;;;;;;;;;
Periodicidade da divulgação: Mensal;;;;;;;;;;;;;;;;;;;;
Nota:os indicadores de mercado de trabalho são para as pessoas de 14 anos ou mais de idade e tem como referência a semana anterior a entrevista;;;;;;;;;;;;;;;;;;;;
Nota 1: Inclusive pessoas de cor amarela ou indígena.;;;;;;;;;;;;;;;;;;;;
Indicador;Nível Territorial;Abertura Territorial;Variável de abertura 1;Categoria de abertura 1;Variável de abertura 2;Categoria de abertura 2;Maio;Junho;Situação Maio para Julho;Julho;Situação Junho para Julho;Agosto;Situação Julho para Agosto;Setembro;Situação Agosto para Setembro;Outubro;Situação Setembro para Outubro;Novembro;Situação Outubro para Novembro;
Pessoas ocupadas (mil pessoas);País;Brasil;Grupos de idade;Total;-;-;  84 404 ;  83 449 ; - ;  81 484 ; - ;  82 141 ; - ;  82 934 ; - ;  84 134 ; - ;  84 661 ; - ;
Pessoas ocupadas (mil pessoas);País;Brasil;Grupos de idade;14 a 29 anos;-;-;  21 503 ;  21 228 ; - ;  20 667 ; - ;  20 863 ; - ;  21 216 ; - ;  21 542 ; - ;  21 582 ; - ;
Pessoas ocupadas (mil pessoas);País;Brasil;Grupos de idade;30 a 49 anos;-;-;  43 746 ;  43 235 ; - ;  42 492 ; - ;  42 793 ; - ;  43 144 ; - ;  43 746 ; - ;  44 056 ; - ;
Pessoas ocupadas (mil pessoas);País;Brasil;Grupos de idade;50 a 59 anos;-;-;  13 574 ;  13 485 ; - ;  13 131 ; - ;  13 206 ; - ;  13 277 ; - ;  13 428 ; - ;  13 550 ; - ;
Pessoas ocupadas (mil pessoas);País;Brasil;Grupos de idade;60 anos ou mais;-;-;  5 581 ;  5 501 ; - ;  5 193 ; - ;  5 279 ; - ;  5 297 ; - ;  5 418 ; - ;  5 473 ; - ;
Pessoas ocupadas (mil pessoas);País;Brasil;Nível de instrução;Total;-;-;  84 404 ;  83 449 ; - ;  81 484 ; - ;  82 141 ; - ;  82 934 ; - ;  84 134 ; - ;  84 661 ; - ;
Pessoas ocupadas (mil pessoas);País;Brasil;Nível de instrução;Sem instrução ao fundamental incompleto;-;-;  15 390 ;  15 333 ; - ;  14 878 ; - ;  14 793 ; - ;  14 854 ; - ;  14 943 ; - ;  14 982 ; - ;
Pessoas ocupadas (mil pessoas);País;Brasil;Nível de instrução;Fundamental completo ao médio incompleto;-;-;  13 073 ;  12 847 ; - ;  12 368 ; - ;  12 564 ; - ;  12 639 ; - ;  12 961 ; - ;  13 037 ; - ;
Pessoas ocupadas (mil pessoas);País;Brasil;Nível de instrução;Médio completo ao superior incompleto;-;-;  35 572 ;  35 169 ; - ;  34 338 ; - ;  34 635 ; - ;  35 132 ; - ;  35 825 ; - ;  36 110 ; - ;
Pessoas ocupadas (mil pessoas);País;Brasil;Nível de instrução;Superior completo ou pós-graduação;-;-;  20 369 ;  20 100 ; - ;  19 899 ; - ;  20 149 ; - ;  20 309 ; - ;  20 405 ; - ;  20 533 ; - ;
CV - Pessoas ocupadas (%);País;Brasil;Sexo;Total;-;-;0,3;0,3;-;0,3;-;0,3;-;0,3;-;0,3;-;0,3;-;
CV - Pessoas ocupadas (%);País;Brasil;Sexo;Homem;-;-;0,3;0,3;-;0,3;-;0,3;-;0,3;-;0,3;-;0,3;-;
CV - Pessoas ocupadas (%);País;Brasil;Sexo;Mulher;-;-;0,4;0,4;-;0,4;-;0,4;-;0,4;-;0,4;-;0,4;-;
CV - Pessoas ocupadas (%);País;Brasil;Cor ou raça;Total1;-;-;0,3;0,3;-;0,3;-;0,3;-;0,3;-;0,3;-;0,3;-;
CV - Pessoas ocupadas (%);País;Brasil;Cor ou raça;Branca;-;-;0,7;0,7;-;0,7;-;0,7;-;0,7;-;0,7;-;0,7;-;
CV - Pessoas ocupadas (%);País;Brasil;Cor ou raça;Preta ou parda;-;-;0,5;0,5;-;0,5;-;0,5;-;0,5;-;0,5;-;0,5;-;
CV - Pessoas ocupadas (%);País;Brasil;Grupos de idade;Total;-;-;0,3;0,3;-;0,3;-;0,3;-;0,3;-;0,3;-;0,3;-;
CV - Pessoas ocupadas (%);País;Brasil;Grupos de idade;14 a 29 anos;-;-;0,6;0,6;-;0,6;-;0,6;-;0,6;-;0,6;-;0,6;-;
CV - Pessoas ocupadas (%);País;Brasil;Grupos de idade;30 a 49 anos;-;-;0,3;0,3;-;0,3;-;0,3;-;0,3;-;0,3;-;0,3;-;
CV - Pessoas ocupadas (%);País;Brasil;Grupos de idade;50 a 59 anos;-;-;0,6;0,5;-;0,6;-;0,6;-;0,6;-;0,5;-;0,5;-;
CV - Pessoas ocupadas (%);País;Brasil;Grupos de idade;60 anos ou mais;-;-;1,2;1,2;-;1,2;-;1,2;-;1,2;-;1,2;-;1,2;-;
CV - Pessoas ocupadas (%);País;Brasil;Nível de instrução;Total;-;-;0,3;0,3;-;0,3;-;0,3;-;0,3;-;0,3;-;0,3;-;
CV - Pessoas ocupadas (%);País;Brasil;Nível de instrução;Sem instrução ao fundamental incompleto;-;-;1,0;0,9;-;0,9;-;0,9;-;0,9;-;0,9;-;0,9;-;
CV - Pessoas ocupadas (%);País;Brasil;Nível de instrução;Fundamental completo ao médio incompleto;-;-;1,0;1,0;-;1,0;-;1,0;-;1,0;-;1,0;-;1,0;-;
CV - Pessoas ocupadas (%);País;Brasil;Nível de instrução;Médio completo ao superior incompleto;-;-;0,6;0,6;-;0,6;-;0,6;-;0,6;-;0,6;-;0,6;-;
CV - Pessoas ocupadas (%);País;Brasil;Nível de instrução;Superior completo ou pós-graduação;-;-;1,3;1,3;-;1,3;-;1,3;-;1,3;-;1,3;-;1,3;-;
Distribuição das pessoas ocupadas (%);País;Brasil;Sexo;Total;-;-;100,0;100,0;Estável;100,0;Estável;100,0;Estável;100,0;Estável;100,0;Estável;100,0;Estável;
Distribuição das pessoas ocupadas (%);País;Brasil;Sexo;Homem;-;-;57,2;57,4;-;58,3;-;58,5;-;58,5;-;58,5;-;58,4; - ;
Distribuição das pessoas ocupadas (%);País;Brasil;Sexo;Mulher;-;-;42,8;42,6;-;41,7;-;41,5;-;41,5;-;41,5;-;41,6; - ;
Distribuição das pessoas ocupadas (%);País;Brasil;Cor ou raça;Total1;-;-;100,0;100,0;-;100,0;-;100,0;-;100,0;-;100,0;-;100,0; - ;
Distribuição das pessoas ocupadas (%);País;Brasil;Cor ou raça;Branca;-;-;46,5;46,3;-;46,6;-;46,6;-;46,6;-;46,5;-;46,5; - ;
Distribuição das pessoas ocupadas (%);País;Brasil;Cor ou raça;Preta ou parda;-;-;52,3;52,5;-;52,3;-;52,3;-;52,3;-;52,4;-;52,4; - ;
Distribuição das pessoas ocupadas (%);País;Brasil;Grupos de idade;Total;-;-;100,0;100,0;-;100,0;-;100,0;-;100,0;-;100,0;-;100,0; - ;
Distribuição das pessoas ocupadas (%);País;Brasil;Grupos de idade;14 a 29 anos;-;-;25,5;25,4;-;25,4;-;25,4;-;25,6;-;25,6;-;25,5; - ;
Distribuição das pessoas ocupadas (%);País;Brasil;Grupos de idade;30 a 49 anos;-;-;51,8;51,8;-;52,1;-;52,1;-;52,0;-;52,0;-;52,0; - ;
Distribuição das pessoas ocupadas (%);País;Brasil;Grupos de idade;50 a 59 anos;-;-;16,1;16,2;-;16,1;-;16,1;-;16,0;-;16,0;-;16,0; - ;
Distribuição das pessoas ocupadas (%);País;Brasil;Grupos de idade;60 anos ou mais;-;-;6,6;6,6;-;6,4;-;6,4;-;6,4;-;6,4;-;6,5; - ;
Distribuição das pessoas ocupadas (%);País;Brasil;Nível de instrução;Total;-;-;100,0;100,0;-;100,0;-;100,0;-;100,0;-;100,0;-;100,0; - ;
Distribuição das pessoas ocupadas (%);País;Brasil;Nível de instrução;Sem instrução ao fundamental incompleto;-;-;18,2;18,4;-;18,3;-;18,0;-;17,9;-;17,8;-;17,7; - ;
Distribuição das pessoas ocupadas (%);País;Brasil;Nível de instrução;Fundamental completo ao médio incompleto;-;-;15,5;15,4;-;15,2;-;15,3;-;15,2;-;15,4;-;15,4; - ;
Distribuição das pessoas ocupadas (%);País;Brasil;Nível de instrução;Médio completo ao superior incompleto;-;-;42,1;42,1;-;42,1;-;42,2;-;42,4;-;42,6;-;42,7; - ;
Distribuição das pessoas ocupadas (%);País;Brasil;Nível de instrução;Superior completo ou pós-graduação;-;-;24,1;24,1;-;24,4;-;24,5;-;24,5;-;24,3;-;24,3; - ;
CV - Distribuição das pessoas ocupadas (%);País;Brasil;Sexo;Total;-;-;0,0;0,0;-;0,0;-;0,0;-;0,0;-;0,0;-;0,0;-;
CV - Distribuição das pessoas ocupadas (%);País;Brasil;Sexo;Homem;-;-;0,2;0,2;-;0,2;-;0,2;-;0,2;-;0,2;-;0,2;-;
CV - Distribuição das pessoas ocupadas (%);País;Brasil;Sexo;Mulher;-;-;0,3;0,2;-;0,3;-;0,3;-;0,3;-;0,3;-;0,3;-;
CV - Distribuição das pessoas ocupadas (%);País;Brasil;Cor ou raça;Total1;-;-;0,0;0,0;-;0,0;-;0,0;-;0,0;-;0,0;-;0,0;-;
CV - Distribuição das pessoas ocupadas (%);País;Brasil;Cor ou raça;Branca;-;-;0,6;0,6;-;0,6;-;0,6;-;0,6;-;0,6;-;0,6;-;
CV - Distribuição das pessoas ocupadas (%);País;Brasil;Cor ou raça;Preta ou parda;-;-;0,5;0,5;-;0,5;-;0,5;-;0,5;-;0,5;-;0,5;-;
CV - Distribuição das pessoas ocupadas (%);País;Brasil;Grupos de idade;Total;-;-;0,0;0,0;-;0,0;-;0,0;-;0,0;-;0,0;-;0,0;-;
CV - Distribuição das pessoas ocupadas (%);País;Brasil;Grupos de idade;14 a 29 anos;-;-;0,4;0,4;-;0,4;-;0,4;-;0,4;-;0,4;-;0,5;-;
CV - Distribuição das pessoas ocupadas (%);País;Brasil;Grupos de idade;30 a 49 anos;-;-;0,2;0,2;-;0,2;-;0,2;-;0,2;-;0,2;-;0,2;-;
CV - Distribuição das pessoas ocupadas (%);País;Brasil;Grupos de idade;50 a 59 anos;-;-;0,5;0,5;-;0,5;-;0,5;-;0,5;-;0,5;-;0,5;-;
CV - Distribuição das pessoas ocupadas (%);País;Brasil;Grupos de idade;60 anos ou mais;-;-;1,1;1,1;-;1,1;-;1,1;-;1,1;-;1,1;-;1,1;-;
CV - Distribuição das pessoas ocupadas (%);País;Brasil;Nível de instrução;Total;-;-;0,0;0,0;-;0,0;-;0,0;-;0,0;-;0,0;-;0,0;-;
CV - Distribuição das pessoas ocupadas (%);País;Brasil;Nível de instrução;Sem instrução ao fundamental incompleto;-;-;1,0;0,9;-;0,9;-;0,9;-;0,9;-;0,9;-;0,9;-;
CV - Distribuição das pessoas ocupadas (%);País;Brasil;Nível de instrução;Fundamental completo ao médio incompleto;-;-;1,0;1,0;-;1,0;-;1,0;-;1,0;-;1,0;-;1,0;-;
CV - Distribuição das pessoas ocupadas (%);País;Brasil;Nível de instrução;Médio completo ao superior incompleto;-;-;0,5;0,5;-;0,5;-;0,5;-;0,5;-;0,5;-;0,5;-;
CV - Distribuição das pessoas ocupadas (%);País;Brasil;Nível de instrução;Superior completo ou pós-graduação;-;-;1,2;1,2;-;1,2;-;1,2;-;1,2;-;1,2;-;1,2;-;
Pessoas desocupadas (mil pessoas);País;Brasil;Sexo;Total;-;-;  10 129 ;  11 815 ; Aumento ;  12 253 ; Aumento ;  12 926 ; Aumento ;  13 486 ; Aumento ;  13 763 ; Aumento ;  14 038 ; Aumento ;
Pessoas desocupadas (mil pessoas);País;Brasil;Sexo;Homem;-;-;  5 116 ;  5 969 ; - ;  6 053 ; - ;  6 335 ; - ;  6 489 ; - ;  6 532 ; - ;  6 701 ; - ;
Pessoas desocupadas (mil pessoas);País;Brasil;Sexo;Mulher;-;-;  5 013 ;  5 846 ; - ;  6 200 ; - ;  6 591 ; - ;  6 997 ; - ;  7 231 ; - ;  7 337 ; - ;
Pessoas desocupadas (mil pessoas);País;Brasil;Cor ou raça;Total1;-;-;  10 129 ;  11 815 ; - ;  12 253 ; - ;  12 926 ; - ;  13 486 ; - ;  13 763 ; - ;  14 038 ; - ;
Pessoas desocupadas (mil pessoas);País;Brasil;Cor ou raça;Branca;-;-;  3 988 ;  4 568 ; - ;  4 739 ; - ;  4 959 ; - ;  5 016 ; - ;  5 071 ; - ;  5 088 ; - ;
Pessoas desocupadas (mil pessoas);País;Brasil;Cor ou raça;Preta ou parda;-;-;  6 008 ;  7 126 ; - ;  7 365 ; - ;  7 814 ; - ;  8 330 ; - ;  8 548 ; - ;  8 782 ; - ;
Pessoas desocupadas (mil pessoas);País;Brasil;Grupos de idade;Total;-;-;  10 129 ;  11 815 ; - ;  12 253 ; - ;  12 926 ; - ;  13 486 ; - ;  13 763 ; - ;  14 038 ; - ;
Pessoas desocupadas (mil pessoas);País;Brasil;Grupos de idade;14 a 29 anos;-;-;  4 846 ;  5 630 ; - ;  5 875 ; - ;  6 344 ; - ;  6 551 ; - ;  6 701 ; - ;  6 876 ; - ;
Pessoas desocupadas (mil pessoas);País;Brasil;Grupos de idade;30 a 49 anos;-;-;  3 867 ;  4 628 ; - ;  4 875 ; - ;  5 006 ; - ;  5 210 ; - ;  5 322 ; - ;  5 334 ; - ;
Pessoas desocupadas (mil pessoas);País;Brasil;Grupos de idade;50 a 59 anos;-;-;   990 ;  1 122 ; - ;  1 121 ; - ;  1 196 ; - ;  1 304 ; - ;  1 316 ; - ;  1 365 ; - ;
Pessoas desocupadas (mil pessoas);País;Brasil;Grupos de idade;60 anos ou mais;-;-;   427 ;   436 ; - ;   382 ; - ;   381 ; - ;   421 ; - ;   424 ; - ;   463 ; - ;
Pessoas desocupadas (mil pessoas);País;Brasil;Nível de instrução;Total;-;-;  10 129 ;  11 815 ; - ;  12 253 ; - ;  12 926 ; - ;  13 486 ; - ;  13 763 ; - ;  14 038 ; - ;
Pessoas desocupadas (mil pessoas);País;Brasil;Nível de instrução;Sem instrução ao fundamental incompleto;-;-;  2 055 ;  2 387 ; - ;  2 269 ; - ;  2 342 ; - ;  2 544 ; - ;  2 535 ; - ;  2 624 ; - ;
Pessoas desocupadas (mil pessoas);País;Brasil;Nível de instrução;Fundamental completo ao médio incompleto;-;-;  2 127 ;  2 495 ; - ;  2 581 ; - ;  2 760 ; - ;  2 886 ; - ;  2 979 ; - ;  3 076 ; - ;
Pessoas desocupadas (mil pessoas);País;Brasil;Nível de instrução;Médio completo ao superior incompleto;-;-;  4 760 ;  5 578 ; - ;  5 976 ; - ;  6 354 ; - ;  6 617 ; - ;  6 761 ; - ;  6 864 ; - ;
Pessoas desocupadas (mil pessoas);País;Brasil;Nível de instrução;Superior completo ou pós-graduação;-;-;  1 187 ;  1 356 ; - ;  1 428 ; - ;  1 470 ; - ;  1 439 ; - ;  1 488 ; - ;  1 474 ; - ;
CV - Pessoas desocupadas (%);País;Brasil;Sexo;Total;-;-;1,4;1,3;-;1,2;-;1,2;-;1,2;-;1,2;-;1,1;-;
CV - Pessoas desocupadas (%);País;Brasil;Sexo;Homem;-;-;1,7;1,6;-;1,4;-;1,4;-;1,4;-;1,4;-;1,4;-;
CV - Pessoas desocupadas (%);País;Brasil;Sexo;Mulher;-;-;1,8;1,6;-;1,5;-;1,5;-;1,5;-;1,5;-;1,4;-;
CV - Pessoas desocupadas (%);País;Brasil;Cor ou raça;Total1;-;-;1,4;1,3;-;1,2;-;1,2;-;1,2;-;1,2;-;1,1;-;
CV - Pessoas desocupadas (%);País;Brasil;Cor ou raça;Branca;-;-;2,3;2,1;-;1,9;-;2,0;-;1,9;-;1,9;-;1,9;-;
CV - Pessoas desocupadas (%);País;Brasil;Cor ou raça;Preta ou parda;-;-;1,8;1,6;-;1,5;-;1,5;-;1,5;-;1,5;-;1,4;-;
CV - Pessoas desocupadas (%);País;Brasil;Grupos de idade;Total;-;-;1,4;1,3;-;1,2;-;1,2;-;1,2;-;1,2;-;1,1;-;
CV - Pessoas desocupadas (%);País;Brasil;Grupos de idade;14 a 29 anos;-;-;1,8;1,7;-;1,5;-;1,6;-;1,5;-;1,5;-;1,4;-;
CV - Pessoas desocupadas (%);País;Brasil;Grupos de idade;30 a 49 anos;-;-;1,9;1,7;-;1,6;-;1,6;-;1,6;-;1,6;-;1,6;-;
CV - Pessoas desocupadas (%);País;Brasil;Grupos de idade;50 a 59 anos;-;-;3,4;3,2;-;3,2;-;2,9;-;2,8;-;2,8;-;2,8;-;
CV - Pessoas desocupadas (%);País;Brasil;Grupos de idade;60 anos ou mais;-;-;5,2;5,5;-;5,2;-;5,3;-;5,0;-;4,7;-;4,6;-;
CV - Pessoas desocupadas (%);País;Brasil;Nível de instrução;Total;-;-;1,4;1,3;-;1,2;-;1,2;-;1,2;-;1,2;-;1,1;-;
CV - Pessoas desocupadas (%);País;Brasil;Nível de instrução;Sem instrução ao fundamental incompleto;-;-;2,9;2,6;-;2,6;-;2,6;-;2,5;-;2,3;-;2,3;-;
CV - Pessoas desocupadas (%);País;Brasil;Nível de instrução;Fundamental completo ao médio incompleto;-;-;2,7;2,4;-;2,2;-;2,2;-;2,2;-;2,2;-;2,2;-;
CV - Pessoas desocupadas (%);País;Brasil;Nível de instrução;Médio completo ao superior incompleto;-;-;1,9;1,7;-;1,6;-;1,6;-;1,6;-;1,5;-;1,5;-;
CV - Pessoas desocupadas (%);País;Brasil;Nível de instrução;Superior completo ou pós-graduação;-;-;3,6;3,4;-;3,2;-;3,3;-;3,2;-;3,2;-;3,2;-;
Distribuição das pessoas desocupadas (%);País;Brasil;Sexo;Total;-;-;100,0;100,0;Estável;100,0;Estável;100,0;Estável;100,0;Estável;100,0;Estável;100,0;Estável;
Distribuição das pessoas desocupadas (%);País;Brasil;Sexo;Homem;-;-;50,5;50,5;-;49,4;-;49,0;-;48,1;-;47,5;-;47,7; - ;
Distribuição das pessoas desocupadas (%);País;Brasil;Sexo;Mulher;-;-;49,5;49,5;-;50,6;-;51,0;-;51,9;-;52,5;-;52,3; - ;
Distribuição das pessoas desocupadas (%);País;Brasil;Cor ou raça;Total1;-;-;100,0;100,0;-;100,0;-;100,0;-;100,0;-;100,0;-;100,0; - ;
Distribuição das pessoas desocupadas (%);País;Brasil;Cor ou raça;Branca;-;-;39,4;38,7;-;38,7;-;38,4;-;37,2;-;36,8;-;36,2; - ;
Distribuição das pessoas desocupadas (%);País;Brasil;Cor ou raça;Preta ou parda;-;-;59,3;60,3;-;60,1;-;60,4;-;61,8;-;62,1;-;62,6; - ;
Distribuição das pessoas desocupadas (%);País;Brasil;Grupos de idade;Total;-;-;100,0;100,0;-;100,0;-;100,0;-;100,0;-;100,0;-;100,0; - ;
Distribuição das pessoas desocupadas (%);País;Brasil;Grupos de idade;14 a 29 anos;-;-;47,8;47,6;-;47,9;-;49,1;-;48,6;-;48,7;-;49,0; - ;
Distribuição das pessoas desocupadas (%);País;Brasil;Grupos de idade;30 a 49 anos;-;-;38,2;39,2;-;39,8;-;38,7;-;38,6;-;38,7;-;38,0; - ;
Distribuição das pessoas desocupadas (%);País;Brasil;Grupos de idade;50 a 59 anos;-;-;9,8;9,5;-;9,2;-;9,3;-;9,7;-;9,6;-;9,7; - ;
Distribuição das pessoas desocupadas (%);País;Brasil;Grupos de idade;60 anos ou mais;-;-;4,2;3,7;-;3,1;-;2,9;-;3,1;-;3,1;-;3,3; - ;
Distribuição das pessoas desocupadas (%);País;Brasil;Nível de instrução;Total;-;-;100,0;100,0;-;100,0;-;100,0;-;100,0;-;100,0;-;100,0; - ;
Distribuição das pessoas desocupadas (%);País;Brasil;Nível de instrução;Sem instrução ao fundamental incompleto;-;-;20,3;20,2;-;18,5;-;18,1;-;18,9;-;18,4;-;18,7; - ;
Distribuição das pessoas desocupadas (%);País;Brasil;Nível de instrução;Fundamental completo ao médio incompleto;-;-;21,0;21,1;-;21,1;-;21,4;-;21,4;-;21,6;-;21,9; - ;
Distribuição das pessoas desocupadas (%);País;Brasil;Nível de instrução;Médio completo ao superior incompleto;-;-;47,0;47,2;-;48,8;-;49,2;-;49,1;-;49,1;-;48,9; - ;
Distribuição das pessoas desocupadas (%);País;Brasil;Nível de instrução;Superior completo ou pós-graduação;-;-;11,7;11,5;-;11,7;-;11,4;-;10,7;-;10,8;-;10,5; - ;
CV - Distribuição das pessoas desocupadas (%);País;Brasil;Sexo;Total;-;-;0,0;0,0;-;0,0;-;0,0;-;0,0;-;0,0;-;0,0;-;
CV - Distribuição das pessoas desocupadas (%);País;Brasil;Sexo;Homem;-;-;1,0;0,9;-;0,9;-;0,9;-;0,9;-;0,9;-;0,9;-;
CV - Distribuição das pessoas desocupadas (%);País;Brasil;Sexo;Mulher;-;-;1,0;0,9;-;0,9;-;0,8;-;0,8;-;0,8;-;0,8;-;
CV - Distribuição das pessoas desocupadas (%);País;Brasil;Cor ou raça;Total1;-;-;0,0;0,0;-;0,0;-;0,0;-;0,0;-;0,0;-;0,0;-;
CV - Distribuição das pessoas desocupadas (%);País;Brasil;Cor ou raça;Branca;-;-;1,7;1,5;-;1,5;-;1,5;-;1,5;-;1,5;-;1,5;-;
CV - Distribuição das pessoas desocupadas (%);País;Brasil;Cor ou raça;Preta ou parda;-;-;1,1;1,0;-;1,0;-;1,0;-;0,9;-;0,9;-;0,9;-;
CV - Distribuição das pessoas desocupadas (%);País;Brasil;Grupos de idade;Total;-;-;0,0;0,0;-;0,0;-;0,0;-;0,0;-;0,0;-;0,0;-;
CV - Distribuição das pessoas desocupadas (%);País;Brasil;Grupos de idade;14 a 29 anos;-;-;1,1;1,0;-;1,0;-;0,9;-;0,9;-;0,9;-;0,9;-;
CV - Distribuição das pessoas desocupadas (%);País;Brasil;Grupos de idade;30 a 49 anos;-;-;1,3;1,2;-;1,2;-;1,1;-;1,1;-;1,1;-;1,1;-;
CV - Distribuição das pessoas desocupadas (%);País;Brasil;Grupos de idade;50 a 59 anos;-;-;3,1;2,9;-;2,9;-;2,7;-;2,6;-;2,6;-;2,6;-;
CV - Distribuição das pessoas desocupadas (%);País;Brasil;Grupos de idade;60 anos ou mais;-;-;4,9;5,2;-;5,0;-;5,1;-;4,8;-;4,6;-;4,5;-;
CV - Distribuição das pessoas desocupadas (%);País;Brasil;Nível de instrução;Total;-;-;0,0;0,0;-;0,0;-;0,0;-;0,0;-;0,0;-;0,0;-;
CV - Distribuição das pessoas desocupadas (%);País;Brasil;Nível de instrução;Sem instrução ao fundamental incompleto;-;-;2,4;2,2;-;2,3;-;2,3;-;2,1;-;2,0;-;2,0;-;
CV - Distribuição das pessoas desocupadas (%);País;Brasil;Nível de instrução;Fundamental completo ao médio incompleto;-;-;2,2;1,9;-;1,9;-;1,8;-;1,8;-;1,8;-;1,8;-;
CV - Distribuição das pessoas desocupadas (%);País;Brasil;Nível de instrução;Médio completo ao superior incompleto;-;-;1,3;1,1;-;1,0;-;1,0;-;1,0;-;1,0;-;1,0;-;
CV - Distribuição das pessoas desocupadas (%);País;Brasil;Nível de instrução;Superior completo ou pós-graduação;-;-;3,4;3,2;-;3,0;-;3,1;-;3,1;-;3,1;-;3,1;-;
Pessoas na força de trabalho (mil pessoas);País;Brasil;Sexo;Total;-;-;  94 533 ;  95 264 ; Aumento ;  93 737 ; Queda ;  95 068 ; Aumento ;  96 421 ; Aumento ;  97 897 ; Aumento ;  98 699 ; Aumento ;
Pessoas na força de trabalho (mil pessoas);País;Brasil;Sexo;Homem;-;-;  53 400 ;  53 884 ; - ;  53 522 ; - ;  54 349 ; - ;  55 046 ; - ;  55 724 ; - ;  56 148 ; - ;
Pessoas na força de trabalho (mil pessoas);País;Brasil;Sexo;Mulher;-;-;  41 133 ;  41 381 ; - ;  40 214 ; - ;  40 719 ; - ;  41 374 ; - ;  42 173 ; - ;  42 551 ; - ;
Pessoas na força de trabalho (mil pessoas);País;Brasil;Cor ou raça;Total1;-;-;  94 533 ;  95 264 ; - ;  93 737 ; - ;  95 068 ; - ;  96 421 ; - ;  97 897 ; - ;  98 699 ; - ;
Pessoas na força de trabalho (mil pessoas);País;Brasil;Cor ou raça;Branca;-;-;  43 231 ;  43 238 ; - ;  42 681 ; - ;  43 214 ; - ;  43 664 ; - ;  44 199 ; - ;  44 431 ; - ;
Pessoas na força de trabalho (mil pessoas);País;Brasil;Cor ou raça;Preta ou parda;-;-;  50 123 ;  50 957 ; - ;  49 989 ; - ;  50 771 ; - ;  51 691 ; - ;  52 642 ; - ;  53 168 ; - ;
Pessoas na força de trabalho (mil pessoas);País;Brasil;Grupos de idade;Total;-;-;  94 533 ;  95 264 ; - ;  93 737 ; - ;  95 068 ; - ;  96 421 ; - ;  97 897 ; - ;  98 699 ; - ;
Pessoas na força de trabalho (mil pessoas);País;Brasil;Grupos de idade;14 a 29 anos;-;-;  26 349 ;  26 858 ; - ;  26 542 ; - ;  27 207 ; - ;  27 767 ; - ;  28 244 ; - ;  28 458 ; - ;
Pessoas na força de trabalho (mil pessoas);País;Brasil;Grupos de idade;30 a 49 anos;-;-;  47 613 ;  47 862 ; - ;  47 368 ; - ;  47 799 ; - ;  48 355 ; - ;  49 068 ; - ;  49 391 ; - ;
Pessoas na força de trabalho (mil pessoas);País;Brasil;Grupos de idade;50 a 59 anos;-;-;  14 564 ;  14 607 ; - ;  14 252 ; - ;  14 402 ; - ;  14 581 ; - ;  14 743 ; - ;  14 915 ; - ;
Pessoas na força de trabalho (mil pessoas);País;Brasil;Grupos de idade;60 anos ou mais;-;-;  6 008 ;  5 937 ; - ;  5 574 ; - ;  5 660 ; - ;  5 718 ; - ;  5 843 ; - ;  5 936 ; - ;
Pessoas na força de trabalho (mil pessoas);País;Brasil;Nível de instrução;Total;-;-;  94 533 ;  95 264 ; - ;  93 737 ; - ;  95 068 ; - ;  96 421 ; - ;  97 897 ; - ;  98 699 ; - ;
Pessoas na força de trabalho (mil pessoas);País;Brasil;Nível de instrução;Sem instrução ao fundamental incompleto;-;-;  17 445 ;  17 720 ; - ;  17 147 ; - ;  17 136 ; - ;  17 398 ; - ;  17 479 ; - ;  17 606 ; - ;
Pessoas na força de trabalho (mil pessoas);País;Brasil;Nível de instrução;Fundamental completo ao médio incompleto;-;-;  15 200 ;  15 341 ; - ;  14 948 ; - ;  15 324 ; - ;  15 525 ; - ;  15 940 ; - ;  16 113 ; - ;
Pessoas na força de trabalho (mil pessoas);País;Brasil;Nível de instrução;Médio completo ao superior incompleto;-;-;  40 332 ;  40 747 ; - ;  40 314 ; - ;  40 989 ; - ;  41 749 ; - ;  42 586 ; - ;  42 974 ; - ;
Pessoas na força de trabalho (mil pessoas);País;Brasil;Nível de instrução;Superior completo ou pós-graduação;-;-;  21 556 ;  21 456 ; - ;  21 327 ; - ;  21 619 ; - ;  21 748 ; - ;  21 892 ; - ;  22 007 ; - ;
CV - Pessoas na força de trabalho (%);País;Brasil;Sexo;Total;-;-;0,2;0,2;-;0,2;-;0,2;-;0,2;-;0,2;-;0,2;-;
CV - Pessoas na força de trabalho (%);País;Brasil;Sexo;Homem;-;-;0,2;0,2;-;0,2;-;0,2;-;0,2;-;0,2;-;0,2;-;
CV - Pessoas na força de trabalho (%);País;Brasil;Sexo;Mulher;-;-;0,4;0,4;-;0,4;-;0,4;-;0,4;-;0,3;-;0,3;-;
CV - Pessoas na força de trabalho (%);País;Brasil;Cor ou raça;Total1;-;-;0,2;0,2;-;0,2;-;0,2;-;0,2;-;0,2;-;0,2;-;
CV - Pessoas na força de trabalho (%);País;Brasil;Cor ou raça;Branca;-;-;0,7;0,6;-;0,6;-;0,6;-;0,6;-;0,6;-;0,6;-;
CV - Pessoas na força de trabalho (%);País;Brasil;Cor ou raça;Preta ou parda;-;-;0,5;0,5;-;0,5;-;0,5;-;0,5;-;0,5;-;0,5;-;
